#2017-08-04#,H,1,recommendation,1
#2017-08-04#,H,6,puzzle,1
#2017-08-04#,H,6,summer,1
#2017-08-04#,H,6,dark,1
#2017-08-04#,H,6,finding,1
#2017-08-04#,H,6,firsts,1
#2017-08-04#,H,6,master,1
#2017-08-04#,H,6,shortz,1
#2017-08-04#,H,6,profile,1
#2017-08-04#,H,6,lifelong,1
#2017-08-04#,H,6,line,1
#2017-08-04#,H,6,brady,1
#2017-08-04#,H,6,year-old,1
#2017-08-04#,H,6,tom,1
#2017-08-04#,H,6,coney,1
#2017-08-04#,H,6,art,1
#2017-08-04#,H,7,trump,3
#2017-08-04#,H,7,u.s,1
#2017-08-04#,H,7,russia,2
#2017-08-04#,H,7,poor,1
#2017-08-04#,H,7,congress,1
#2017-08-04#,H,7,blames,1
#2017-08-04#,H,7,relations,1
#2017-08-04#,H,7,lightning,1
#2017-08-04#,H,7,dance,1
#2017-08-04#,H,7,flash,1
#2017-08-04#,H,7,adventures,1
#2017-08-04#,H,7,photography,1
#2017-08-04#,H,7,experiencing,1
#2017-08-04#,H,7,growth,1
#2017-08-04#,H,7,spurt,1
#2017-08-04#,H,8,review,1
#2017-08-04#,H,8,nuclear,1
#2017-08-04#,H,8,threat,1
#2017-08-04#,H,8,french,1
#2017-08-04#,H,8,town,1
#2017-08-04#,H,8,dining,1
#2017-08-04#,H,8,maine,1
#2017-08-04#,H,8,destination,1
#2017-08-04#,H,8,tiny,1
#2017-08-04#,H,8,erin,1
#2017-08-04#,H,8,e.p.a,1
#2017-08-04#,H,8,rule,1
#2017-08-04#,H,8,ozone,1
#2017-08-04#,H,8,obama-era,1
#2017-08-04#,H,8,delay,1
#2017-08-04#,T,1,acosta,2
#2017-08-04#,T,1,miller,3
#2017-08-04#,T,1,jim,2
#2017-08-04#,T,1,cosmopolitan,1
#2017-08-04#,T,1,immigration,2
#2017-08-04#,T,1,view,1
#2017-08-04#,T,1,jrcheneyjohn,1
#2017-08-04#,T,1,schools,1
#2017-08-04#,T,1,#raise,1
#2017-08-04#,T,1,#buildthewall,1
#2017-08-04#,T,1,stephen,2
#2017-08-04#,T,1,wh,1
#2017-08-04#,T,1,daily,1
#2017-08-04#,T,1,doing,1
#2017-08-04#,T,1,shsanders,1
#2017-08-04#,T,2,stephen,2
#2017-08-04#,T,2,jim,2
#2017-08-04#,T,2,watch,1
#2017-08-04#,T,2,today's,1
#2017-08-04#,T,2,reporter,1
#2017-08-04#,T,2,acosta,2
#2017-08-04#,T,2,miller's,1
#2017-08-04#,T,2,cnn's,1
#2017-08-04#,T,2,epic,1
#2017-08-04#,T,2,lucianwintrich,1
#2017-08-04#,T,2,american,1
#2017-08-04#,T,2,shutdown,1
#2017-08-04#,T,2,miller,3
#2017-08-04#,T,2,briefing,3
#2017-08-04#,T,2,immigration,2
#2017-08-04#,T,3,listening,1
#2017-08-04#,T,3,fakenews,1
#2017-08-04#,T,3,#thursdaythoughts,1
#2017-08-04#,T,3,#cnn,1
#2017-08-04#,T,3,red,1
#2017-08-04#,T,3,roses,1
#2017-08-04#,T,3,blue,1
#2017-08-04#,T,3,violets,1
#2017-08-04#,T,3,stacylstiles,1
#2017-08-04#,T,3,report,1
#2017-08-04#,T,3,nobody's,1
#2017-08-04#,T,3,https://t.co/04edalnf3i,1
#2017-08-04#,T,3,#maga,2
#2017-08-04#,T,3,ha,1
#2017-08-04#,T,3,il,1
#2017-08-04#,T,4,realdonaldtrump,2
#2017-08-04#,T,4,totally,1
#2017-08-04#,T,4,boy,1
#2017-08-04#,T,4,trump,3
#2017-08-04#,T,4,speech,1
#2017-08-04#,T,4,untrue,1
#2017-08-04#,T,4,talbertswan,1
#2017-08-04#,T,4,leaders,1
#2017-08-04#,T,4,praised,1
#2017-08-04#,T,4,scout,1
#2017-08-04#,T,4,call,1
#2017-08-04#,T,4,rt,2
#2017-08-04#,T,4,#maga,2
#2017-08-04#,T,4,#fakenews,1
#2017-08-04#,T,4,accurate,1
#2017-08-04#,T,5,press,1
#2017-08-04#,T,5,drmartyfox,1
#2017-08-04#,T,5,white,2
#2017-08-04#,T,5,house,2
#2017-08-04#,T,5,using,1
#2017-08-04#,T,5,expose,1
#2017-08-04#,T,5,#firehannity,2
#2017-08-04#,T,5,exchange,1
#2017-08-04#,T,5,ignorance,1
#2017-08-04#,T,5,dump,1
#2017-08-04#,T,5,lies,1
#2017-08-04#,T,5,briefing,3
#2017-08-04#,T,5,claims,1
#2017-08-04#,T,5,comments,1
#2017-08-04#,T,5,miller,3
#2017-08-04#,T,6,realdonaldtrump,2
#2017-08-04#,T,6,cnn,1
#2017-08-04#,T,6,start,1
#2017-08-04#,T,6,potus,1
#2017-08-04#,T,6,didn't,1
#2017-08-04#,T,6,nytimes,1
#2017-08-04#,T,6,msnbc,1
#2017-08-04#,T,6,huffpost,1
#2017-08-04#,T,6,politico,1
#2017-08-04#,T,6,sebgorka,1
#2017-08-04#,T,6,rest,1
#2017-08-04#,T,6,clock,1
#2017-08-04#,T,6,washingtonpost,1
#2017-08-04#,T,6,#trumprussia,1
#2017-08-04#,T,6,#sethrich,1
#2017-08-04#,T,7,#firehannity,2
#2017-08-04#,T,7,world,1
#2017-08-04#,T,7,wasn't,1
#2017-08-04#,T,7,fake,1
#2017-08-04#,T,7,georgiadirtroad,1
#2017-08-04#,T,7,smackdown,1
#2017-08-04#,T,7,rt,2
#2017-08-04#,T,7,transcript,1
#2017-08-04#,T,7,journalism,1
#2017-08-04#,T,7,keemstar,1
#2017-08-04#,T,7,project_veritas,1
#2017-08-04#,T,7,lied,1
#2017-08-04#,T,7,drivers,1
#2017-08-04#,T,7,lance,1
#2017-08-04#,T,7,key,1
#2017-08-04#,T,8,trump,3
#2017-08-04#,T,8,truth,1
#2017-08-04#,T,8,political,2
#2017-08-04#,T,8,russia,2
#2017-08-04#,T,8,donald,1
#2017-08-04#,T,8,week,1
#2017-08-04#,T,8,fec,1
#2017-08-04#,T,8,russian,1
#2017-08-04#,T,8,straight,1
#2017-08-04#,T,8,reporting,1
#2017-08-04#,T,8,worst,2
#2017-08-04#,T,8,onto,1
#2017-08-04#,T,8,collusion,1
#2017-08-04#,T,8,page,1
#2017-08-04#,T,8,weeks,1
#2017-08-05#,H,1,sentences,1
#2017-08-05#,H,1,editorial,1
#2017-08-05#,H,1,tv,2
#2017-08-05#,H,1,australia,1
#2017-08-05#,H,1,trump,5
#2017-08-05#,H,1,set,1
#2017-08-05#,H,1,critics,1
#2017-08-05#,H,1,silent,1
#2017-08-05#,H,1,ally,1
#2017-08-05#,H,1,execute,1
#2017-08-05#,H,1,threat,1
#2017-08-05#,H,1,control,1
#2017-08-05#,H,1,arms,1
#2017-08-05#,H,1,nuclear,1
#2017-08-05#,H,1,netflix,1
#2017-08-05#,H,2,age,2
#2017-08-05#,H,2,border,1
#2017-08-05#,H,2,tells,1
#2017-08-05#,H,2,china,1
#2017-08-05#,H,2,india,1
#2017-08-05#,H,2,dispute,1
#2017-08-05#,H,2,campus,1
#2017-08-05#,H,2,disrupted,1
#2017-08-05#,H,2,experiencing,1
#2017-08-05#,H,2,growth,1
#2017-08-05#,H,2,spurt,1
#2017-08-05#,H,2,apple,1
#2017-08-05#,H,2,isis,1
#2017-08-05#,H,2,plane,1
#2017-08-05#,H,2,details,1
#2017-08-05#,H,3,briefing,1
#2017-08-05#,H,3,morning,1
#2017-08-05#,H,3,edition,1
#2017-08-05#,H,3,photography,1
#2017-08-05#,H,3,lightning,1
#2017-08-05#,H,3,dance,1
#2017-08-05#,H,3,adventures,1
#2017-08-05#,H,3,flash,1
#2017-08-05#,H,3,puzzle,1
#2017-08-05#,H,3,trilobites,1
#2017-08-05#,H,3,master,1
#2017-08-05#,H,3,mountain,1
#2017-08-05#,H,3,goats,1
#2017-08-05#,H,3,trail,1
#2017-08-05#,H,3,hours,1
#2017-08-05#,H,4,u.s,1
#2017-08-05#,H,4,system,1
#2017-08-05#,H,4,immigration,1
#2017-08-05#,H,4,toyota,1
#2017-08-05#,H,4,plant,1
#2017-08-05#,H,4,percent,1
#2017-08-05#,H,4,mazda,1
#2017-08-05#,H,4,build,1
#2017-08-05#,H,4,stake,1
#2017-08-05#,H,4,firm,1
#2017-08-05#,H,4,inquiry,1
#2017-08-05#,H,4,program,1
#2017-08-05#,H,4,visa,1
#2017-08-05#,H,4,kushner,1
#2017-08-05#,H,4,match.com,1
#2017-08-05#,H,5,secret,1
#2017-08-05#,H,5,opioid,1
#2017-08-05#,H,5,banana,1
#2017-08-05#,H,5,hard,1
#2017-08-05#,H,5,crisis,1
#2017-08-05#,H,5,york,1
#2017-08-05#,H,5,questions,1
#2017-08-05#,H,5,city,1
#2017-08-05#,H,5,short,1
#2017-08-05#,H,5,answers,1
#2017-08-05#,H,5,tower,1
#2017-08-05#,H,5,dark,1
#2017-08-05#,H,5,trump,5
#2017-08-05#,H,5,hit,1
#2017-08-05#,H,5,reinvented,1
#2017-08-05#,H,6,north,1
#2017-08-05#,H,6,korea,1
#2017-08-05#,H,6,makes,1
#2017-08-05#,H,6,search,1
#2017-08-05#,H,6,town,1
#2017-08-05#,H,6,former,1
#2017-08-05#,H,6,military,1
#2017-08-05#,H,6,impose,1
#2017-08-05#,H,6,white,1
#2017-08-05#,H,6,rigor,1
#2017-08-05#,H,6,aims,1
#2017-08-05#,H,6,house,1
#2017-08-05#,H,6,u.n,1
#2017-08-05#,H,6,exports,1
#2017-08-05#,H,6,lose,1
#2017-08-05#,H,7,poster,1
#2017-08-05#,H,7,deadliest,1
#2017-08-05#,H,7,musical,1
#2017-08-05#,H,7,seven,1
#2017-08-05#,H,7,cut,1
#2017-08-05#,H,7,age,2
#2017-08-05#,H,7,change,1
#2017-08-05#,H,7,brooks,1
#2017-08-05#,H,7,middle,1
#2017-08-05#,H,7,dept,1
#2017-08-05#,H,7,justice,1
#2017-08-05#,H,7,leaks,1
#2017-08-05#,H,7,jails,1
#2017-08-05#,H,7,users,1
#2017-08-05#,H,7,treated,1
#2017-08-05#,H,8,agree,1
#2017-08-05#,H,8,book,1
#2017-08-05#,H,8,notebook,1
#2017-08-05#,H,8,month,1
#2017-08-05#,H,8,republicans,1
#2017-08-05#,H,8,california,1
#2017-08-05#,H,8,suicide,1
#2017-08-05#,H,8,america,1
#2017-08-05#,H,8,congress,1
#2017-08-05#,H,8,care,1
#2017-08-05#,H,8,texting,1
#2017-08-05#,H,8,carter,1
#2017-08-05#,H,8,term,1
#2017-08-05#,H,8,jail,1
#2017-08-05#,H,8,michelle,1
#2017-08-05#,T,1,newsweek,1
#2017-08-05#,T,1,trump,5
#2017-08-05#,T,1,russia,1
#2017-08-05#,T,1,skb_sara,1
#2017-08-05#,T,1,food,1
#2017-08-05#,T,1,live,1
#2017-08-05#,T,1,mueller,1
#2017-08-05#,T,1,americanvoterus,1
#2017-08-05#,T,1,tv,2
#2017-08-05#,T,1,won,1
#2017-08-05#,T,1,president,1
#2017-08-05#,T,1,foxnews,1
#2017-08-05#,T,1,jim,1
#2017-08-05#,T,1,knp2bp,2
#2017-08-05#,T,1,#fakenews,1
#2017-08-05#,T,2,free,1
#2017-08-05#,T,2,#trump,1
#2017-08-05#,T,2,call,1
#2017-08-05#,T,2,realdonaldtrump,3
#2017-08-05#,T,2,press,1
#2017-08-05#,T,2,reporting,1
#2017-08-05#,T,2,fair,1
#2017-08-05#,T,2,lvnancy,1
#2017-08-05#,T,2,#deepstate,1
#2017-08-05#,T,2,report,1
#2017-08-05#,T,2,yes,1
#2017-08-05#,T,2,listen,1
#2017-08-05#,T,2,the_trump_train,1
#2017-08-05#,T,2,panel,1
#2017-08-05#,T,2,politicon,1
#2017-08-05#,T,3,cnn,2
#2017-08-05#,T,3,months,1
#2017-08-05#,T,3,american,1
#2017-08-05#,T,3,#obamaday,1
#2017-08-05#,T,3,dying,1
#2017-08-05#,T,3,fought,1
#2017-08-05#,T,3,bamas,1
#2017-08-05#,T,3,outed,1
#2017-08-05#,T,3,rivers,1
#2017-08-05#,T,3,bama's,1
#2017-08-05#,T,3,michelle's,1
#2017-08-05#,T,3,joan,1
#2017-08-05#,T,3,story,1
#2017-08-05#,T,3,subpoena,1
#2017-08-05#,T,3,stop,1
#2017-08-05#,T,4,fakenews,1
#2017-08-05#,T,4,msnbc,1
#2017-08-05#,T,4,washingtonpost,1
#2017-08-05#,T,4,cnn,2
#2017-08-05#,T,4,nytimes,1
#2017-08-05#,T,4,abc,1
#2017-08-05#,T,4,#cnn,1
#2017-08-05#,T,4,realdonaldtrump,3
#2017-08-05#,T,4,=,1
#2017-08-05#,T,4,cbsnews,1
#2017-08-05#,T,4,chriscuomo,1
#2017-08-05#,T,4,nbcnews,1
#2017-08-05#,T,4,+,1
#2017-08-05#,T,4,krisparonto,1
#2017-08-05#,T,4,hillaryclinton,1
#2017-08-05#,T,5,tweet,1
#2017-08-05#,T,5,abt,1
#2017-08-05#,T,5,trump,5
#2017-08-05#,T,5,propaganda,1
#2017-08-05#,T,5,hillary,1
#2017-08-05#,T,5,cover-up,1
#2017-08-05#,T,5,vacation,1
#2017-08-05#,T,5,golf,1
#2017-08-05#,T,5,plans,1
#2017-08-05#,T,5,eat,1
#2017-08-05#,T,5,organize,1
#2017-08-05#,T,5,demwrite,1
#2017-08-05#,T,5,#iftwitterdidntexist,1
#2017-08-05#,T,5,liars,1
#2017-08-05#,T,5,#fridayfeeling,1
#2017-08-05#,T,6,#firehannity,1
#2017-08-05#,T,6,job,1
#2017-08-05#,T,6,person,1
#2017-08-05#,T,6,#cnnfakenews,1
#2017-08-05#,T,6,hahahahahaha,1
#2017-08-05#,T,6,jojoh,1
#2017-08-05#,T,6,remixed,1
#2017-08-05#,T,6,https://t.co/7u5me6pflg,1
#2017-08-05#,T,6,news,1
#2017-08-05#,T,6,fake,1
#2017-08-05#,T,6,real,1
#2017-08-05#,T,6,rt,1
#2017-08-05#,T,6,read,1
#2017-08-05#,T,6,donald,1
#2017-08-05#,T,6,trump,5
#2017-08-05#,T,7,potus,1
#2017-08-05#,T,7,knp2bp,2
#2017-08-05#,T,7,#maga,1
#2017-08-05#,T,7,boy,1
#2017-08-05#,T,7,win,1
#2017-08-05#,T,7,aren't,1
#2017-08-05#,T,7,lazy,1
#2017-08-05#,T,7,list,1
#2017-08-05#,T,7,weren't,1
#2017-08-05#,T,7,reporters,1
#2017-08-05#,T,7,predicting,1
#2017-08-05#,T,7,fooled,1
#2017-08-05#,T,7,landslide,1
#2017-08-05#,T,7,batch,1
#2017-08-05#,T,7,pollsters,1
#2017-08-05#,T,8,de,1
#2017-08-05#,T,8,realdonaldtrump,3
#2017-08-05#,T,8,julien_assange,1
#2017-08-05#,T,8,msm,1
#2017-08-05#,T,8,matter,1
#2017-08-05#,T,8,journalism,1
#2017-08-05#,T,8,jamesokeefeiii,1
#2017-08-05#,T,8,elected,1
#2017-08-05#,T,8,spins,1
#2017-08-05#,T,8,we're,1
#2017-08-05#,T,8,clearing,1
#2017-08-05#,T,8,satan's,1
#2017-08-05#,T,8,parkermolloy,1
#2017-08-05#,T,8,https://t.co/emeltfpmil,1
#2017-08-05#,T,8,#trumparmy,1
#2017-08-06#,H,1,gene,1
#2017-08-06#,H,1,flynn,1
#2017-08-06#,H,1,white,1
#2017-08-06#,H,1,editing,1
#2017-08-06#,H,1,seek,1
#2017-08-06#,H,1,wall,1
#2017-08-06#,H,1,collins,1
#2017-08-06#,H,1,dirty,1
#2017-08-06#,H,1,cleaning,1
#2017-08-06#,H,1,worst,1
#2017-08-06#,H,1,helps,1
#2017-08-06#,H,1,sponge,1
#2017-08-06#,H,1,bacteria,1
#2017-08-06#,H,1,trilobites,1
#2017-08-06#,H,1,news,2
#2017-08-06#,H,2,briefing,1
#2017-08-06#,H,2,morning,1
#2017-08-06#,H,2,edition,1
#2017-08-06#,H,2,sentences,1
#2017-08-06#,H,2,u.s,1
#2017-08-06#,H,2,system,1
#2017-08-06#,H,2,join,1
#2017-08-06#,H,2,poetry,1
#2017-08-06#,H,2,toyota,1
#2017-08-06#,H,2,joint,1
#2017-08-06#,H,2,plant,1
#2017-08-06#,H,2,mazda,1
#2017-08-06#,H,2,build,1
#2017-08-06#,H,2,stake,1
#2017-08-06#,H,2,percent,1
#2017-08-06#,H,3,australia,1
#2017-08-06#,H,3,woman,1
#2017-08-06#,H,3,notebook,1
#2017-08-06#,H,3,economic,1
#2017-08-06#,H,3,disrupted,1
#2017-08-06#,H,3,campus,1
#2017-08-06#,H,3,tv,1
#2017-08-06#,H,3,critic's,1
#2017-08-06#,H,3,lovers,1
#2017-08-06#,H,3,network,1
#2017-08-06#,H,3,shark,1
#2017-08-06#,H,3,cable,1
#2017-08-06#,H,3,compete,1
#2017-08-06#,H,3,qualifies,1
#2017-08-06#,H,3,opioid,1
#2017-08-06#,H,4,play,1
#2017-08-06#,H,4,city,1
#2017-08-06#,H,4,lightning,1
#2017-08-06#,H,4,flash,1
#2017-08-06#,H,4,photography,1
#2017-08-06#,H,4,dance,1
#2017-08-06#,H,4,adventures,1
#2017-08-06#,H,4,trump,3
#2017-08-06#,H,4,nissan,1
#2017-08-06#,H,4,u.a.w,1
#2017-08-06#,H,4,hot,1
#2017-08-06#,H,4,cool,1
#2017-08-06#,H,4,summer,1
#2017-08-06#,H,4,solution,1
#2017-08-06#,H,4,nights,1
#2017-08-06#,H,5,puzzle,1
#2017-08-06#,H,5,editorial,1
#2017-08-06#,H,5,master,1
#2017-08-06#,H,5,control,1
#2017-08-06#,H,5,boy,2
#2017-08-06#,H,5,hometown,1
#2017-08-06#,H,5,blackwater,1
#2017-08-06#,H,5,nuclear,1
#2017-08-06#,H,5,arms,1
#2017-08-06#,H,5,threat,1
#2017-08-06#,H,5,shortz,1
#2017-08-06#,H,5,profile,1
#2017-08-06#,H,5,lifelong,1
#2017-08-06#,H,5,generals,1
#2017-08-06#,H,5,opinion,1
#2017-08-06#,H,6,age,1
#2017-08-06#,H,6,deal,1
#2017-08-06#,H,6,care,1
#2017-08-06#,H,6,home,1
#2017-08-06#,H,6,real,1
#2017-08-06#,H,6,trump,3
#2017-08-06#,H,6,hard,1
#2017-08-06#,H,6,republican,1
#2017-08-06#,H,6,senator,1
#2017-08-06#,H,6,health,1
#2017-08-06#,H,6,law,1
#2017-08-06#,H,6,mission,1
#2017-08-06#,H,6,rescue,1
#2017-08-06#,H,6,fraud,1
#2017-08-06#,H,6,shkreli,1
#2017-08-06#,H,7,hit,1
#2017-08-06#,H,7,book,1
#2017-08-06#,H,7,york,1
#2017-08-06#,H,7,reinvented,1
#2017-08-06#,H,7,shepard,1
#2017-08-06#,H,7,sam,1
#2017-08-06#,H,7,downtown,1
#2017-08-06#,H,7,pacific,1
#2017-08-06#,H,7,northwest,1
#2017-08-06#,H,7,america,2
#2017-08-06#,H,7,air-conditioning,1
#2017-08-06#,H,7,conquered,1
#2017-08-06#,H,7,heat,1
#2017-08-06#,H,7,wave,1
#2017-08-06#,H,7,yellow,1
#2017-08-06#,H,8,poster,1
#2017-08-06#,H,8,north,1
#2017-08-06#,H,8,musical,1
#2017-08-06#,H,8,cut,1
#2017-08-06#,H,8,seven,1
#2017-08-06#,H,8,korean,1
#2017-08-06#,H,8,korea,1
#2017-08-06#,H,8,halting,1
#2017-08-06#,H,8,arrested,1
#2017-08-06#,H,8,won,1
#2017-08-06#,H,8,cyberattack,1
#2017-08-06#,H,8,praise,1
#2017-08-06#,H,8,global,1
#2017-08-06#,H,8,walls,1
#2017-08-06#,H,8,noise,1
#2017-08-06#,T,1,cnn,1
#2017-08-06#,T,1,american,1
#2017-08-06#,T,1,months,1
#2017-08-06#,T,1,#obamaday,1
#2017-08-06#,T,1,democrat,1
#2017-08-06#,T,1,dying,1
#2017-08-06#,T,1,media,2
#2017-08-06#,T,1,fought,1
#2017-08-06#,T,1,rivers,1
#2017-08-06#,T,1,bamas,1
#2017-08-06#,T,1,bama's,1
#2017-08-06#,T,1,joan,1
#2017-08-06#,T,1,michelle's,1
#2017-08-06#,T,1,outed,1
#2017-08-06#,T,1,doj,1
#2017-08-06#,T,2,foxnews,1
#2017-08-06#,T,2,realdonaldtrump,2
#2017-08-06#,T,2,fake,2
#2017-08-06#,T,2,ericbolling,1
#2017-08-06#,T,2,#maga,1
#2017-08-06#,T,2,huffpost,1
#2017-08-06#,T,2,winning,1
#2017-08-06#,T,2,targeted,1
#2017-08-06#,T,2,georgiadirtroad,1
#2017-08-06#,T,2,accused,1
#2017-08-06#,T,2,falsely,1
#2017-08-06#,T,2,playstrumpcard,1
#2017-08-06#,T,2,washingtonpost,1
#2017-08-06#,T,2,they're,1
#2017-08-06#,T,2,minister,1
#2017-08-06#,T,3,coming,1
#2017-08-06#,T,3,story,1
#2017-08-06#,T,3,nytimes,1
#2017-08-06#,T,3,dloesch,1
#2017-08-06#,T,3,#nra,1
#2017-08-06#,T,3,nratv,1
#2017-08-06#,T,3,message,1
#2017-08-06#,T,3,non-#fakenews,1
#2017-08-06#,T,3,lies,1
#2017-08-06#,T,3,expect,1
#2017-08-06#,T,3,proves,1
#2017-08-06#,T,3,called,1
#2017-08-06#,T,3,cooper,1
#2017-08-06#,T,3,anderson,1
#2017-08-06#,T,3,fake,2
#2017-08-06#,T,4,news,2
#2017-08-06#,T,4,vs,1
#2017-08-06#,T,4,stop,1
#2017-08-06#,T,4,left,1
#2017-08-06#,T,4,truth,1
#2017-08-06#,T,4,propaganda,1
#2017-08-06#,T,4,stories,1
#2017-08-06#,T,4,subpoena,1
#2017-08-06#,T,4,julianassanje,1
#2017-08-06#,T,4,election,1
#2017-08-06#,T,4,#hannity,1
#2017-08-06#,T,4,breaking,1
#2017-08-06#,T,4,eu,1
#2017-08-06#,T,4,amazing,1
#2017-08-06#,T,4,hillaryclinton,1
#2017-08-06#,T,5,potus,2
#2017-08-06#,T,5,newsweek,1
#2017-08-06#,T,5,america,2
#2017-08-06#,T,5,jobs,1
#2017-08-06#,T,5,report,1
#2017-08-06#,T,5,million,1
#2017-08-06#,T,5,msm,1
#2017-08-06#,T,5,won't,1
#2017-08-06#,T,5,swamp,1
#2017-08-06#,T,5,president,1
#2017-08-06#,T,5,created,1
#2017-08-06#,T,5,enemy,1
#2017-08-06#,T,5,dc,1
#2017-08-06#,T,5,md_newman,1
#2017-08-06#,T,5,wash,1
#2017-08-06#,T,6,realdonaldtrump,2
#2017-08-06#,T,6,trump,3
#2017-08-06#,T,6,win,1
#2017-08-06#,T,6,shame,1
#2017-08-06#,T,6,embarrassing,1
#2017-08-06#,T,6,wow,1
#2017-08-06#,T,6,pathetic,1
#2017-08-06#,T,6,rt,1
#2017-08-06#,T,6,relentless,1
#2017-08-06#,T,6,#draintheswamp,1
#2017-08-06#,T,6,wont,1
#2017-08-06#,T,6,specialkmb,1
#2017-08-06#,T,6,carries,1
#2017-08-06#,T,6,urselves,1
#2017-08-06#,T,6,aren't,1
#2017-08-06#,T,7,de,1
#2017-08-06#,T,7,potus,2
#2017-08-06#,T,7,boy,2
#2017-08-06#,T,7,media,2
#2017-08-06#,T,7,reporters,1
#2017-08-06#,T,7,lazy,1
#2017-08-06#,T,7,el,1
#2017-08-06#,T,7,accomplishments,1
#2017-08-06#,T,7,list,1
#2017-08-06#,T,7,carrieksada,1
#2017-08-06#,T,7,dummies,1
#2017-08-06#,T,7,leaks,1
#2017-08-06#,T,7,wokers,1
#2017-08-06#,T,7,ryan,1
#2017-08-06#,T,7,supports,1
#2017-08-06#,T,8,americanvoterus,1
#2017-08-06#,T,8,press,1
#2017-08-06#,T,8,obama,1
#2017-08-06#,T,8,polls,1
#2017-08-06#,T,8,#firehannity,1
#2017-08-06#,T,8,#flashbackfriday,1
#2017-08-06#,T,8,garbage,1
#2017-08-06#,T,8,polling,1
#2017-08-06#,T,8,human,1
#2017-08-06#,T,8,events,1
#2017-08-06#,T,8,associated,1
#2017-08-06#,T,8,firm,1
#2017-08-06#,T,8,favors,1
#2017-08-06#,T,8,listening,1
#2017-08-06#,T,8,reporting,1
#2017-08-07#,H,1,play,1
#2017-08-07#,H,1,dance,1
#2017-08-07#,H,1,adventures,1
#2017-08-07#,H,1,photography,1
#2017-08-07#,H,1,lightning,1
#2017-08-07#,H,1,flash,1
#2017-08-07#,H,1,report,1
#2017-08-07#,H,1,news,2
#2017-08-07#,H,1,messages,1
#2017-08-07#,H,1,suspends,1
#2017-08-07#,H,1,lewd,1
#2017-08-07#,H,1,fox,1
#2017-08-07#,H,1,text,1
#2017-08-07#,H,1,tax,1
#2017-08-07#,H,1,fix,1
#2017-08-07#,H,2,poster,1
#2017-08-07#,H,2,city,1
#2017-08-07#,H,2,fire,1
#2017-08-07#,H,2,woman,1
#2017-08-07#,H,2,hot,1
#2017-08-07#,H,2,kitchen,1
#2017-08-07#,H,2,cool,1
#2017-08-07#,H,2,solution,1
#2017-08-07#,H,2,nights,1
#2017-08-07#,H,2,summer,1
#2017-08-07#,H,2,cyberattack,1
#2017-08-07#,H,2,global,1
#2017-08-07#,H,2,arrested,1
#2017-08-07#,H,2,won,1
