#2017-08-04#,H,1,slams,1
#2017-08-05#,H,1,sicilians,1
#2017-08-05#,H,1,stand,2
#2017-08-05#,H,2,airport,1
#2017-08-05#,H,2,lightning,1
#2017-08-05#,H,2,blown,1
#2017-08-05#,H,2,feet,1
#2017-08-05#,H,2,worker,1
#2017-08-05#,H,2,police,1
#2017-08-05#,H,2,plane,1
#2017-08-05#,H,2,passenger,1
#2017-08-05#,H,2,helps,1
#2017-08-05#,H,2,texting,1
#2017-08-05#,H,2,kids,1
#2017-08-05#,H,2,bust,1
#2017-08-05#,H,2,cops,1
#2017-08-05#,H,2,molesting,1
#2017-08-05#,H,2,fake,1
#2017-08-05#,H,3,italy's,1
#2017-08-05#,H,3,orgy,1
#2017-08-05#,H,3,zannone,1
#2017-08-05#,H,3,forbidden,1
#2017-08-05#,H,3,island,1
#2017-08-05#,H,3,revisited,1
#2017-08-05#,H,3,attraction,1
#2017-08-05#,H,3,fatal,1
#2017-08-05#,H,3,trump,4
#2017-08-05#,H,3,hiker,1
#2017-08-05#,H,3,grand,1
#2017-08-05#,H,3,dies,1
#2017-08-05#,H,3,canyon,1
#2017-08-05#,H,3,prince,1
#2017-08-05#,H,3,mocks,1
#2017-08-05#,H,4,identify,1
#2017-08-05#,H,4,dinosaur,1
#2017-08-05#,H,4,lifelike,1
#2017-08-05#,H,4,scientists,1
#2017-08-05#,H,4,fossil,1
#2017-08-05#,H,4,message,1
#2017-08-05#,H,4,person,2
#2017-08-05#,H,4,chance,1
#2017-08-05#,H,4,korea,1
#2017-08-05#,H,4,deliver,1
#2017-08-05#,H,4,north,1
#2017-08-05#,H,4,tillerson,1
#2017-08-05#,H,4,warns,1
#2017-08-05#,H,4,starr,1
#2017-08-05#,H,4,expedition,1
#2017-08-05#,H,5,trump,4
#2017-08-05#,H,5,claimed,1
#2017-08-05#,H,5,third,1
#2017-08-05#,H,5,hunt,1
#2017-08-05#,H,5,victim,1
#2017-08-05#,H,5,treasure,1
#2017-08-05#,H,5,including,1
#2017-08-05#,H,5,whites,1
#2017-08-05#,H,5,college,1
#2017-08-05#,H,5,starting,1
#2017-08-05#,H,5,optimism,1
#2017-08-05#,H,5,slip,1
#2017-08-05#,H,5,degree,1
#2017-08-05#,H,5,supporters,2
#2017-08-05#,H,5,ravens,1
#2017-08-05#,H,6,murder,1
#2017-08-05#,H,6,opinion,1
#2017-08-05#,H,6,conviction,1
#2017-08-05#,H,6,blackwater,1
#2017-08-05#,H,6,baghdad,1
#2017-08-05#,H,6,overturned,1
#2017-08-05#,H,6,shooting,1
#2017-08-05#,H,6,ex-guard's,1
#2017-08-05#,H,6,car,1
#2017-08-05#,H,6,survives,1
#2017-08-05#,H,6,officer,1
#2017-08-05#,H,6,slams,1
#2017-08-05#,H,6,disastrous,1
#2017-08-05#,H,6,mistake,1
#2017-08-05#,H,6,democrats,1
#2017-08-05#,H,7,wall,1
#2017-08-05#,H,7,fox,1
#2017-08-05#,H,7,vicente,1
#2017-08-05#,H,7,cillizza,1
#2017-08-05#,H,7,vacation,2
#2017-08-05#,H,7,taking,2
#2017-08-05#,H,7,conservatives,1
#2017-08-05#,H,7,adviser,1
#2017-08-05#,H,7,mcmaster,1
#2017-08-05#,H,7,national,1
#2017-08-05#,H,7,security,1
#2017-08-05#,H,7,attacks,1
#2017-08-05#,H,7,f-bomb,1
#2017-08-05#,H,7,drops,1
#2017-08-05#,H,7,fiery,1
#2017-08-05#,H,8,trump's,1
#2017-08-05#,H,8,bullied,1
#2017-08-05#,H,8,school,1
#2017-08-05#,H,8,kid,1
#2017-08-05#,H,8,bikers,1
#2017-08-05#,H,8,escort,1
#2017-08-05#,H,8,days,1
#2017-08-05#,H,8,earth,1
#2017-08-05#,H,8,tripled,1
#2017-08-05#,H,8,purple,1
#2017-08-05#,H,8,leak,1
#2017-08-05#,H,8,sessions,2
#2017-08-05#,H,8,looked,1
#2017-08-05#,H,8,probes,1
#2017-08-05#,H,8,rating,1
#2017-08-05#,T,1,#firehannity,1
#2017-08-05#,T,1,liars,1
#2017-08-05#,T,1,own,1
#2017-08-05#,T,1,propaganda,1
#2017-08-05#,T,1,bias,1
#2017-08-05#,T,1,air,1
#2017-08-05#,T,1,russian,1
#2017-08-05#,T,1,wh,1
#2017-08-05#,T,1,ppl,1
#2017-08-05#,T,1,wouldn't,1
#2017-08-05#,T,1,trending,1
#2017-08-05#,T,1,gmoneyrainmaker,1
#2017-08-05#,T,1,wipe,1
#2017-08-05#,T,1,el,1
#2017-08-05#,T,1,ni,1
#2017-08-05#,T,2,miller,1
#2017-08-05#,T,2,trump,4
#2017-08-05#,T,2,stephen,1
#2017-08-05#,T,2,la,1
#2017-08-05#,T,2,tv,1
#2017-08-05#,T,2,believe,1
#2017-08-05#,T,2,report,1
#2017-08-05#,T,2,watching,1
#2017-08-05#,T,2,que,1
#2017-08-05#,T,2,donald,1
#2017-08-05#,T,2,true,1
#2017-08-05#,T,2,hey,1
#2017-08-05#,T,2,depicts,1
#2017-08-05#,T,2,taking,2
#2017-08-05#,T,2,expose,1
#2017-08-05#,T,3,won't,1
#2017-08-05#,T,3,news,1
#2017-08-05#,T,3,supporters,2
#2017-08-05#,T,3,#trumprally,1
#2017-08-05#,T,3,#trump,1
#2017-08-05#,T,3,win,1
#2017-08-05#,T,3,aren't,1
#2017-08-05#,T,3,weren't,1
#2017-08-05#,T,3,predicting,1
#2017-08-05#,T,3,batch,1
#2017-08-05#,T,3,landslide,1
#2017-08-05#,T,3,fooled,1
#2017-08-05#,T,3,pollsters,1
#2017-08-05#,T,3,#potus,1
#2017-08-05#,T,3,stand,2
#2017-08-05#,T,4,newsweek,1
#2017-08-05#,T,4,fakenews,1
#2017-08-05#,T,4,acosta,1
#2017-08-05#,T,4,#fridayfeeling,1
#2017-08-05#,T,4,watch,1
#2017-08-05#,T,4,jim,1
#2017-08-05#,T,4,push,1
#2017-08-05#,T,4,support,1
#2017-08-05#,T,4,#iftwitterdidntexist,1
#2017-08-05#,T,4,able,1
#2017-08-05#,T,4,fair,1
#2017-08-05#,T,4,masses,1
#2017-08-05#,T,4,thepatriot,1
#2017-08-05#,T,4,story,1
#2017-08-05#,T,4,+,1
#2017-08-05#,T,5,job,1
#2017-08-05#,T,5,person,2
#2017-08-05#,T,5,#cnnfakenews,1
#2017-08-05#,T,5,jojoh,1
#2017-08-05#,T,5,hahahahahaha,1
#2017-08-05#,T,5,remixed,1
#2017-08-05#,T,5,https://t.co/7u5me6pflg,1
#2017-08-05#,T,5,stop,1
#2017-08-05#,T,5,subpoena,1
#2017-08-05#,T,5,julien_assange,1
#2017-08-05#,T,5,#leaks,1
#2017-08-05#,T,5,free,1
#2017-08-05#,T,5,abc,1
#2017-08-05#,T,5,#nyt,1
#2017-08-05#,T,5,sessions,2
#2017-08-05#,T,6,cnn,1
#2017-08-05#,T,6,months,1
#2017-08-05#,T,6,american,1
#2017-08-05#,T,6,#obamaday,1
#2017-08-05#,T,6,coming,1
#2017-08-05#,T,6,dying,1
#2017-08-05#,T,6,rivers,1
#2017-08-05#,T,6,bamas,1
#2017-08-05#,T,6,bama's,1
#2017-08-05#,T,6,fought,1
#2017-08-05#,T,6,joan,1
#2017-08-05#,T,6,michelle's,1
#2017-08-05#,T,6,outed,1
#2017-08-05#,T,6,left,1
#2017-08-05#,T,6,msm,1
#2017-08-05#,T,7,potus,2
#2017-08-05#,T,7,president,2
#2017-08-05#,T,7,boy,1
#2017-08-05#,T,7,lazy,1
#2017-08-05#,T,7,list,1
#2017-08-05#,T,7,reporters,1
#2017-08-05#,T,7,we're,1
#2017-08-05#,T,7,realdonaldtrump,2
#2017-08-05#,T,7,accomplishments,1
#2017-08-05#,T,7,dummies,1
#2017-08-05#,T,7,carrieksada,1
#2017-08-05#,T,7,matter,1
#2017-08-05#,T,7,elected,1
#2017-08-05#,T,7,#cnn,1
#2017-08-05#,T,7,spins,1
#2017-08-05#,T,8,tweet,1
#2017-08-05#,T,8,abt,1
#2017-08-05#,T,8,#maga,1
#2017-08-05#,T,8,trump,4
#2017-08-05#,T,8,hillary,1
#2017-08-05#,T,8,vacation,2
#2017-08-05#,T,8,cover-up,1
#2017-08-05#,T,8,call,1
#2017-08-05#,T,8,golf,1
#2017-08-05#,T,8,plans,1
#2017-08-05#,T,8,organize,1
#2017-08-05#,T,8,eat,1
#2017-08-05#,T,8,demwrite,1
#2017-08-05#,T,8,potus,2
#2017-08-05#,T,8,realdonaldtrump,2
#2017-08-06#,H,1,makeover,1
#2017-08-06#,H,1,house,1
#2017-08-06#,H,1,white,1
#2017-08-06#,H,1,trump,3
#2017-08-06#,H,1,leaves,1
#2017-08-06#,H,1,town,1
#2017-08-06#,H,1,cop,1
#2017-08-06#,H,1,nearly,1
#2017-08-06#,H,1,gun,1
#2017-08-06#,H,1,minutes,1
#2017-08-06#,H,1,nine,1
#2017-08-06#,H,1,fight,1
#2017-08-06#,H,1,action,1
#2017-08-06#,H,1,harvard,1
#2017-08-06#,H,1,affirmative,1
#2017-08-06#,H,2,history,1
#2017-08-06#,H,2,bullied,1
#2017-08-06#,H,2,eclipse,1
#2017-08-06#,H,2,kid,1
#2017-08-06#,H,2,escort,1
#2017-08-06#,H,2,school,1
#2017-08-06#,H,2,bikers,1
#2017-08-06#,H,2,solar,1
#2017-08-06#,H,2,weird,1
#2017-08-06#,H,2,eclipses,1
#2017-08-06#,H,2,bars,1
#2017-08-06#,H,2,viewing,1
#2017-08-06#,H,2,total,1
#2017-08-06#,H,2,rooftop,1
#2017-08-06#,H,2,vacations,1
#2017-08-06#,H,3,airport,1
#2017-08-06#,H,3,blown,1
#2017-08-06#,H,3,worker,1
#2017-08-06#,H,3,feet,1
#2017-08-06#,H,3,lightning,1
#2017-08-06#,H,3,fly,1
#2017-08-06#,H,3,news,1
#2017-08-06#,H,3,trump,3
#2017-08-06#,H,3,looking,1
#2017-08-06#,H,3,gop,1
#2017-08-06#,H,3,author,1
#2017-08-06#,H,3,staffers,1
#2017-08-06#,H,3,sources,1
#2017-08-06#,H,3,london,1
#2017-08-06#,H,3,dossier,1
#2017-08-06#,H,4,week,1
#2017-08-06#,H,4,rep,1
#2017-08-06#,H,4,carson,1
#2017-08-06#,H,4,impeachment,1
#2017-08-06#,H,4,doorstep,1
#2017-08-06#,H,4,retired,1
#2017-08-06#,H,4,police,1
#2017-08-06#,H,4,happened,1
#2017-08-06#,H,4,loses,1
#2017-08-06#,H,4,emmy,1
#2017-08-06#,H,4,nomination,1
#2017-08-06#,H,4,else,1
#2017-08-06#,H,4,stuff,1
#2017-08-06#,H,4,family,1
#2017-08-06#,H,4,held,1
#2017-08-06#,H,5,marines,1
#2017-08-06#,H,5,missing,1
#2017-08-06#,H,5,australia,1
#2017-08-06#,H,5,security,1
#2017-08-06#,H,5,conservative,1
#2017-08-06#,H,5,fire,1
#2017-08-06#,H,5,adviser,1
#2017-08-06#,H,5,national,1
#2017-08-06#,H,5,media,2
#2017-08-06#,H,5,outlets,1
#2017-08-06#,H,5,coast,1
#2017-08-06#,H,5,mishap,1
#2017-08-06#,H,5,commander,1
#2017-08-06#,H,5,boeing,1
#2017-08-06#,H,5,meet,1
#2017-08-06#,H,6,russian,1
#2017-08-06#,H,6,flynn,1
#2017-08-06#,H,6,deal,1
#2017-08-06#,H,6,air,1
#2017-08-06#,H,6,airliner,1
#2017-08-06#,H,6,force,1
#2017-08-06#,H,6,finalizes,1
#2017-08-06#,H,6,jets,1
#2017-08-06#,H,6,destined,1
#2017-08-06#,H,6,grand,1
#2017-08-06#,H,6,underlines,1
#2017-08-06#,H,6,scandal,1
#2017-08-06#,H,6,threat,1
#2017-08-06#,H,6,jury's,1
#2017-08-06#,H,6,lewinsky,1
#2017-08-06#,H,7,beautiful,1
#2017-08-06#,H,7,expected,1
#2017-08-06#,H,7,world's,2
#2017-08-06#,H,7,beaches,1
#2017-08-06#,H,7,hotels,1
#2017-08-06#,H,7,island,1
#2017-08-06#,H,7,amazing,1
#2017-08-06#,H,7,cliffside,1
#2017-08-06#,H,7,swift,1
#2017-08-06#,H,7,dj,1
#2017-08-06#,H,7,groped,1
#2017-08-06#,H,7,taylor,1
#2017-08-06#,H,7,testify,1
#2017-08-06#,H,7,living,1
#2017-08-06#,H,7,spies,1
#2017-08-06#,H,8,wrong,1
#2017-08-06#,H,8,vacation,1
#2017-08-06#,H,8,adventures,1
#2017-08-06#,H,8,earth,1
#2017-08-06#,H,8,daring,1
#2017-08-06#,H,8,cocaine,1
#2017-08-06#,H,8,shoes,1
#2017-08-06#,H,8,accused,2
#2017-08-06#,H,8,woman,1
#2017-08-06#,H,8,smuggling,1
#2017-08-06#,H,8,opinion,1
#2017-08-06#,H,8,dead,1
#2017-08-06#,H,8,critics,1
#2017-08-06#,H,8,door,1
#2017-08-06#,H,8,world's,2
#2017-08-06#,T,1,americanvoterus,1
#2017-08-06#,T,1,listening,1
#2017-08-06#,T,1,dying,1
#2017-08-06#,T,1,#obamaday,1
#2017-08-06#,T,1,outed,1
#2017-08-06#,T,1,joan,1
#2017-08-06#,T,1,rivers,1
#2017-08-06#,T,1,bamas,1
#2017-08-06#,T,1,bama's,1
#2017-08-06#,T,1,fought,1
#2017-08-06#,T,1,michelle's,1
#2017-08-06#,T,1,false,1
#2017-08-06#,T,1,using,1
#2017-08-06#,T,1,narrative,1
#2017-08-06#,T,1,de,1
#2017-08-06#,T,2,american,1
#2017-08-06#,T,2,kwilli,1
#2017-08-06#,T,2,lies,1
#2017-08-06#,T,2,expect,1
#2017-08-06#,T,2,proves,1
#2017-08-06#,T,2,anderson,1
#2017-08-06#,T,2,cooper,1
#2017-08-06#,T,2,acosta,1
#2017-08-06#,T,2,act,1
#2017-08-06#,T,2,ravennightmyst,1
#2017-08-06#,T,2,rt,2
#2017-08-06#,T,2,realdonaldtrump,3
#2017-08-06#,T,2,kurtz,1
#2017-08-06#,T,2,[journalists],1
#2017-08-06#,T,2,howard,1
#2017-08-06#,T,3,reporters,1
#2017-08-06#,T,3,boy,1
#2017-08-06#,T,3,lazy,1
#2017-08-06#,T,3,list,1
#2017-08-06#,T,3,dummies,1
#2017-08-06#,T,3,carrieksada,1
#2017-08-06#,T,3,accomplishments,1
#2017-08-06#,T,3,fakenews,1
#2017-08-06#,T,3,la,1
#2017-08-06#,T,3,#tcot,1
#2017-08-06#,T,3,realdonaldtrump,3
#2017-08-06#,T,3,nicht,1
#2017-08-06#,T,3,rt,2
#2017-08-06#,T,3,el,1
#2017-08-06#,T,3,didn't,1
#2017-08-06#,T,4,coming,1
#2017-08-06#,T,4,potus,1
#2017-08-06#,T,4,nytimes,1
#2017-08-06#,T,4,story,1
#2017-08-06#,T,4,dloesch,1
#2017-08-06#,T,4,#nra,1
#2017-08-06#,T,4,nratv,1
#2017-08-06#,T,4,message,1
#2017-08-06#,T,4,non-#fakenews,1
#2017-08-06#,T,4,msm,1
#2017-08-06#,T,4,real,1
#2017-08-06#,T,4,dems,1
#2017-08-06#,T,4,rodstryker,1
#2017-08-06#,T,4,idea,1
#2017-08-06#,T,4,millions,1
#2017-08-06#,T,5,fake,1
#2017-08-06#,T,5,realdonaldtrump,3
#2017-08-06#,T,5,newsweek,1
#2017-08-06#,T,5,ryan,1
#2017-08-06#,T,5,pnehlen,1
#2017-08-06#,T,5,wokers,1
#2017-08-06#,T,5,paul,1
#2017-08-06#,T,5,supports,1
#2017-08-06#,T,5,d'oh,1
#2017-08-06#,T,5,tweet,1
#2017-08-06#,T,5,knp2bp,1
#2017-08-06#,T,5,leaks,1
#2017-08-06#,T,5,called,1
#2017-08-06#,T,5,president,1
#2017-08-06#,T,5,trump,3
#2017-08-06#,T,6,media,2
#2017-08-06#,T,6,press,1
#2017-08-06#,T,6,democrat,1
#2017-08-06#,T,6,polls,1
#2017-08-06#,T,6,obama,1
#2017-08-06#,T,6,doj,1
#2017-08-06#,T,6,w/,1
#2017-08-06#,T,6,garbage,1
#2017-08-06#,T,6,here's,1
#2017-08-06#,T,6,party,1
#2017-08-06#,T,6,polling,1
#2017-08-06#,T,6,meeting,1
#2017-08-06#,T,6,human,1
#2017-08-06#,T,6,events,1
#2017-08-06#,T,6,favors,1
#2017-08-06#,T,7,#draintheswamp,1
#2017-08-06#,T,7,report,1
#2017-08-06#,T,7,jobs,1
#2017-08-06#,T,7,#firehannity,1
#2017-08-06#,T,7,america,1
#2017-08-06#,T,7,#maga,1
#2017-08-06#,T,7,swamp,1
#2017-08-06#,T,7,million,1
#2017-08-06#,T,7,corruption,1
#2017-08-06#,T,7,won't,1
#2017-08-06#,T,7,dc,1
#2017-08-06#,T,7,months,1
#2017-08-06#,T,7,enemy,1
#2017-08-06#,T,7,md_newman,1
#2017-08-06#,T,7,created,1
#2017-08-06#,T,8,foxnews,1
#2017-08-06#,T,8,cnn,1
#2017-08-06#,T,8,ericbolling,1
#2017-08-06#,T,8,propaganda,1
#2017-08-06#,T,8,huffpost,1
#2017-08-06#,T,8,targeted,1
#2017-08-06#,T,8,accused,2
#2017-08-06#,T,8,falsely,1
#2017-08-06#,T,8,playstrumpcard,1
#2017-08-06#,T,8,hrtablaze,1
#2017-08-06#,T,8,le,1
#2017-08-06#,T,8,msnbc,1
#2017-08-06#,T,8,credit,1
#2017-08-06#,T,8,crap,1
#2017-08-06#,T,8,vs,1
#2017-08-07#,H,1,author,1
#2017-08-07#,H,1,dossier,1
#2017-08-07#,H,1,rover,1
#2017-08-07#,H,1,mars,1
#2017-08-07#,H,1,gop,1
#2017-08-07#,H,1,trump's,1
#2017-08-07#,H,1,schiff,1
#2017-08-07#,H,1,meet,1
#2017-08-07#,H,1,sources,1
#2017-08-07#,H,1,london,1
#2017-08-07#,H,1,looking,1
#2017-08-07#,H,1,fly,1
#2017-08-07#,H,1,staffers,1
#2017-08-07#,H,1,red,1
#2017-08-07#,H,1,planet,1
#2017-08-07#,H,2,clarkson,1
#2017-08-07#,H,2,hospitalized,1
#2017-08-07#,H,2,tv,1
#2017-08-07#,H,2,jeremy,1
#2017-08-07#,H,2,host,1
#2017-08-07#,H,2,held,1
#2017-08-07#,H,2,town,1
#2017-08-07#,H,2,police,1
#2017-08-07#,H,2,family,1
#2017-08-07#,H,2,hostage,1
#2017-08-07#,H,2,pneumonia,1
#2017-08-07#,H,2,buildings,1
#2017-08-07#,H,2,explore,1
