word,count
@senjeffmerkley,3
#censorship,5
pretending,8
dont,25
pitch,3
arm,8
hipsters,9
#enemyofthestate,9
means,5
grandstanding,8
@dawnellemurray,3
bam,3
park,3
course...and,3
smh,5
#comedy,18
bites,3
viewership,3
rid,5
obvious,22
%,13
fakemedia,3
@s_meredith88,9
denounced,7
fallen,3
cut,3
wapo,3
@junger1975,15
@defensebaron,3
no1,3
accepted,6
tied,3
retard,3
sir,9
infiltrated,7
migrants,3
inquiring,3
shouted,3
@matthijs85,3
@1776realnews,10
@emilynussbaum,3
wit,3
ignorance,3
rolled,3
@honeysiota,3
@hartfordcourant,3
#hartford,3
israel,11
refusing,3
@amandahallwink,3
person,16
blog,3
#democracy,3
behavior,3
#motp,3
#sheffield,3
@dbhnbuckhead,3
begins,8
duke/kkk,3
18yrs,3
dogs,7
onkyb#fakenews,3
well-,3
cares,7
#enemymedia,3
seth,8
join,13
blinded,6
@blackpilledpans,3
#standwithnetanyahu,7
police,17
aligns,3
pile,3
morons,3
#charlotesville,3
mitt,3
romney,3
#faketrump,3
fewer,3
bull,3
force,3
a$$holes,8
quotes,9
possibly,8
color,3
@hoopersx,3
murdered,6
@stacylstiles,25
question,17
#left,7
@renton12345,3
anti,9
#istandwithbannon,6
chemotherapy,6
sadly,3
screamingly,20
seeing,11
treatment,8
#enemy1,9
@joieq101,6
responsible,12
eating,5
@republicriposte,3
@realdonaldtrump's,9
#failingnewyorktimes,3
cant,3
@skynews,3
@millie__weaver,8
fakes,8
@darktriadman,10
plowing,3
beleagured,3
@electricsoul123,3
woman,14
cites,3
@rlyor,3
hypocrites,3
lady,3
@chel_c_cam,3
@reuters,3
hopefully,3
youre,3
@johnmorganesq,3
chase,3
ambulance,3
firm,3
partisan,3
#demorats,3
shhhh...that's,3
increase,3
fuct,3
mad,3
@liberalisland,3
@fcc,3
twists,3
deluding,3
forbid,3
hang,3
@twittachicca,6
@malcolmnance,6
defeated,6
#wapo,5
law,5
@jamesokeefeiii,5
overcome,9
reversals,3
closely,3
cancel,3
licenses,3
crowd,10
@ebonikwilliams,10
owns,9
spewing,5
crooked,6
cute,3
trick,3
trumped,6
congurats,3
#dems,3
dropping,3
diligently,3
topic,3
unwatchable,3
troll,3
vile,9
offense,5
hateful,5
w/@potus,3
greed,3
laziness,3
key,3
drivers,3
killed,8
(antifa,3
@hapa_girl33,3
#trumpwinery,3
@blizzard_ofozz,3
@horzaedeo,3
#alvedaking,5
lost,11
epic-trump,3
@moonhutch,3
@forthepeople,3
#trumptrain,18
practice,3
"#fakenews,alt-left",3
@morning_joe,5
#hatefulviolentleftistdems,3
goin,3
spade,6
(#fakenews,3
scuffles,3
mongers,3
dumber,5
#fcc,3
yourselves,3
beneficent,3
kristol,3
@anntensity,3
heaven,3
benefit,3
hoped,3
chance,5
rolls,3
heckled,3
&lt;-,3
@hardwayten,3
legally,3
workers,3
covered,123
@novaculus,6
#altright/#neonazis,3
@drewliquerman,3
10^8,3
@ethosines,5
deaths,3
#communism,3
loves,5
dc,3
@willmenaker,3
definition,3
fabrications,3
malicious,3
devoid,3
distortions,3
literal,3
idiocy,3
opinion,5
nuance,3
despise,3
ashamed,6
injured,5
alike,3
@jacksgirl5,3
appalling,3
th,3
disrespects,3
harasses,3
mode,3
impeachable,3
djt,6
@marren48,3
34%,3
guy,15
re,5
soon,10
@persiantrumpian,3
losers,3
clock,3
#tikitorchnazis,3
citizens,5
@columbiabugle,3
elected,5
@sonomachristian,5
@createtruespace,6
crazymakers,3
they'll,7
@bfriedmandc,6
fly,6
flags,6
armies,6
@warren_charles1,3
eboni,3
#alwaystrump,3
#fighter,3
#man,3
republicans,6
@mmflint,3
@labuda_robert,3
affiliation,5
foxnews,3
mentor,3
phone,3
@denizk79,3
brandel,3
@kristyswansonxo,3
@duncantrussell,70
fledged,3
allegations,3
meltdown,13
agencies,3
abc,7
returning,3
madness,9
hillary's,3
@coach_plowden,3
@chambleebrandel,3
@lorinor85730053,6
choke,3
deal,5
@nadabakos,6
nationwide,3
records,5
focuses,3
@crnc,3
@dav_middleton,12
unbias,3
flames,9
waddling,3
themselves,10
breaks,3
family,3
pishing,6
@ricet2568,3
widely,3
brexit,6
in-out,6
cc,7
chicago*9-blacks,3
spreads,7
notifications,3
nazism,5
#fights,3
(just,5
cecelia,3
@mmcgarrett,3
blatant,5
@breakfastnews,3
arriving,3
january,3
1788,3
demented,3
#genid,3
far-right,3
sects,3
@jk_rowling,3
retweet,21
equating,3
glorious,3
blowing,3
locus,3
heart,5
contemptible,3
starting,92
fakenews,9
@grrrgraphics,5
views,7
quote,13
i'd,10
@harryslaststand,3
#patheticnews,3
@joelpollak,3
diary,3
#obama,17
@laurenacooley,3
@usmc701952,3
"250,000",3
clinton,13
college,3
award,5
period,6
#ccot,7
supposed,7
@rejectthelies,3
crate,3
@jamin2g,3
homosexual,3
main,3
#nwo,3
wrote,5
pig,3
#god,3
humane,3
propagandists,8
@twitter,5
33-wounded,3
8/13*14*17-2017,3
gods,3
*no,3
supremacists,27
stirring,5
drugs,8
1st,5
scrubbing,5
killer,5
@american1765,133
candy,6
garbage,33
@buzzfeed,5
#trolls,3
#provocative,3
#train,3
#smash,3
mockings,3
insulting,3
bars,6
sticks,9
conduct,3
task,5
muir,3
vega,3
afternoon's,3
digs,3
deeper,3
feeding,5
orgs,3
fraudsters,3
blind,3
stay,3
maggie...you,3
enjoy,5
top,8
@foxandfriends,15
pigs,5
bbc's,6
syke,3
medical,3
@vidmax,6
divisive,3
@imentertained,3
@roamingmil,3
bent,3
@robinmeade,3
@annefrankcenter,3
@iamvicky4trump,3
weapon,3
#radical,3
choice,3
specifically,3
@trader_moe,6
#snowflakes,5
@christiec733,3
@calfreedommom,3
@warrenwarmachi1,3
@waynebogda,3
@climatetalker,3
@jver1,3
moral,7
dear,9
panthers,3
@proudboyscanada,3
plib,3
decoding,3
@judgejeanine,3
naacp,3
involved,3
permit,5
demlogic,3
obama's,3
bio,3
kenya,3
receives,3
psychopaths,3
category,3
sjw,3
china,5
disrupt,3
deep,3
pressconference,3
@brandongroeny,3
bigotry,8
stronger,3
protects,3
@10thamendment,3
sent,3
#korea,3
tuned,3
spoon,3
him!he,3
idea,7
#specialreport,3
sheep,3
mama,3
@conservatexian,3
roasting,3
highlight,3
opportunity,5
madrid,3
hazard,3
defined,3
#pjnet,3
communities,3
dnc,9
raped,3
roasted,3
grow,3
#jimacosta,3
comment,3
@icare4america16,6
@rvawonk,3
stays,3
@sandratxas,6
misrepresentation,3
@phillyd-he,3
grateful,3
build,7
@mchooyah,3
@guypbenson,3
@garywhitta,3
@votevets,3
#hewitt,3
policies,3
hour,3
2017,6
wake,7
participate,3
lyin,3
ackchyually,3
saudi,3
arabia,3
world's,3
writing,5
funder,3
commented,3
titled,5
@spindr,3
vestiges,3
@geonncannon,3
@slack2thefuture,3
*tongue,3
cheek,3
little,7
aggressive,3
#pc,3
alert,5
territory,3
politician,3
#alt-left,3
manure,3
@laudreport,3
@3lectric5heep,3
anyway...back,6
brave,3
treason,6
@angstipated,3
hayes,3
#muzlimterrorists,3
#daca,3
shelf,3
hahahaha,3
ethics,3
earlier,3
narritive,3
jerry,3
agreed,3
pole,3
saving,3
@calmncanny,3
lol...remember,3
@chairmnoomowmow,3
-direct,3
@mathewsjeanne,3
reading,7
names,3
insider,3
characters,6
@hectormorenco,3
insane,3
isn,3
fraudulent,3
subject,6
extreme,6
blitzer,3
opposed,5
simply,3
@sennadar_fel,3
#facts,5
#irony,3
ots,3
thay,3
@buzzfeednews,3
@buzzfeed...were,3
@qeiinanotherlif,3
@crusher_craven,3
@kattimpf,5
cheaper,6
@wolfblitzer,7
link,3
decided,3
condemn,17
tragically,9
accuse,3
@cyril_matvech,3
slavery,5
@carrieksada,11
we've,17
largest,5
bye,17
realize,7
20,84
tweeted,5
15,7
founder,3
rapist,3
supportive,3
book,7
talkin,3
wishing,3
@specialistsfnc,3
@goldsteinbrooke,3
shuts,19
shelled,3
horse's,3
mouth...calling,3
town,78
#fakenewstrump,3
90,7
age,3
lines,3
@rockprincess818,3
quality,3
@usnjack,12
covering,3
hall,78
@synghlee,3
@theblaze,3
network's,18
@whiotv,3
plan,3
stands,3
#democrats,5
printing,3
@libertarianma,3
@eveshead,3
demand,3
terms,3
chalottesville,3
acted,3
slander,18
egg,3
ox,3
newly,3
august,3
11:00pm,3
blunt,3
#alt-right,3
fascist,7
spreaders,3
civil,3
@dangillmor,3
vetting,10
competitive,3
nauseating,3
suffice,9
dayoum,3
fringe,6
truths,18
@nanas_rant,3
steven,3
#theleft,3
mouthing,3
#scumbagcartels,3
#nevertrump,3
noes,3
stone,5
site,103
wicked,9
@pnehlen,196
muddying,3
ramblings,3
sided,7
unfortunately,18
thankyou,3
45th,3
narratives,3
anthony,3
nothing-burger,3
neither,3
perfect,5
terrorism,11
null,3
examples,3
@chucktodd,11
@bravingruin,3
stunt,4
skin,3
diversity,3
@mcspocky,3
crawling,3
deleted,3
gope,6
handles,3
@crossotherside,3
chosen,76
alaska,3
privilege,72
toilet,3
@realkylemorris,3
doj,3
ryan,78
#demmediaborg,3
attempting,3
@ohsusiecue,6
@bobby_axelrod2k,6
@jeneps,3
rebuilding,3
@twooshbot,3
@thelawanon,6
#twoosh,6
140,6
rekts,130
apology,9
@plpolom,3
sorry,9
#fakecongressman,76
charlettesville,3
@bmoz628,2
@afshinrattansi,6
educate,9
@maryannzfoster,3
blasted,7
mary,3
b.s,5
letting,5
#sitdown,72
issue,5
ryan's,76
yelled,2
creates,2
@__0hour1_,18
publicity,2
@sassygayrepub,2
threats,2
goddamn,2
head,74
@beardedgenius,2
@mike_p_williams,2
bragged,2
#impeachtrump,444
mountain,5
gain,5
mccain,7
#maddow,6
moments,7
#girlbye,2
@cgasparino,2
@corybooker,6
@talbertswan,2
@michaeledyson,2
@pattyarquette,2
risk,2
@metfan62,2
mislead,4
#massmedia,4
@thefoundingson,2
beyond,8
#racegate,4
@colettey6,8
illegals,4
@foxnews},80
@juliannassange,50
declares,6
antifa/alt-left,6
fix,16
easier,134
@fuctupmind,90
amazing,44
omg,118
@ravennightmyst,100
mouthpiece,102
perino,100
implies,100
breitbart,106
@mzdivah67,2
#liberalsgonewild,2
#irrational,2
voter,2
immigration,4
fell,8
won,74
wow,8
fooling,2
#realnews,6
@poltoons,4
break,10
panties,80
66,4
@vaxxedthemovie,2
73,4
pro-israel,100
blamed,4
flavor,8
trumpeter's,6
non-partisan,2
debunked,2
desperation,2
#anifa,34
oval,16
save...i.e,2
stat,2
#cancelsubscriptions,2
dipshits,10
#sensanders-chance,2
@sweetatertot2,4
@thefive,12
@avanconia,6
@cchiz5,10
tryin,6
@imwithyou010,2
@falconbob84,2
tapes,2
disinformation,12
context,6
@cnbc,6
favorite,2
@grantstern,2
swastikas,2
@lydamare2003,2
@carrie_kelly17,14
dana,6
unwilling,6
demanded,40
alive,2
@rvadirt,238
@msnbc)-this,4
(@abc,4
impeached,8
cbs,4
counted,10
injure,2
neo-nazis,10
majority,4
@yvonnemichell16,16
apart,8
exact,2
pacquiao,2
bruh,2
@kenpettigrew,2
@politifact,2
donny,2
hey...hey,2
know...read,2
sites,2
whenever,82
@worldnetdaily,6
note,4
@wordsmithguy,10
@afbranco,2
sweden,4
insanely,2
@hisbodydamn,2
@jackhammer29006,2
@rosie,2
reaching,2
@cliftonhfc1,8
tearing,16
refused,40
repudiate,4
fraud,4
intellectual,2
@repscotttaylor,4
precludes,2
#racecard,8
rhetoric,10
@republident,2
progress,2
@missourigop,2
aboard,2
@s_webber,4
haven't,4
@drudge_report,2
blocked,2
heres,2
relevant,2
duke,26
dirty,2
f*****,2
blew,2
crack,14
da,4
#medialiesmatter,4
bust,16
able,36
cocmeatsandwich,2
tribalism,2
@samheughan,2
#trumpfacts,284
study,2
spouting,2
@lvnancy,86
#impeach,10
@orlandosentinel,2
wwiii,86
#kimjongun,86
@therealcornett,8
bullied,6
acknowledge,40
becoming,100
lib,8
@danaperino,8
retweeting,12
@hillaryclinton,8
manhandled,90
trumo,2
2020,2
maga,2
stock,2
market,2
@puppymnkey,10
@mariabartiromo,2
bounds,2
counter,6
{including,80
protest,18
rabid,8
@country_gman,2
@cbs6,2
flag,2
battle,2
coons,2
@ntvnyr173,2
beating,2
seydnorh,2
n.b,2
email,2
web,2
investigating,2
tory,2
nail,2
2x4,2
actionicons,2
treat,2
#mainstream,2
#wakeupamerica,2
act,4
swamp,2
hashtag,2
@needtoimpeach,2
@kencampbell66,2
pseudo,2
delusional,2
jesse,2
cuz,2
@sparklesoup45,2
@614swat,2
@gemmar333,2
@gearmeister,2
juan,4
vicious,2
smarter,2
twice,2
@geoffmiami,6
@davidbrockdc,6
@celesteexdem,2
damaging,2
cohesion,2
tips,2
discern,2
@barbmuenchen,16
right-wingers,2
giggle....you're,2
jimmy,2
implied,2
robert,2
lee,2
grounds,2
tank,8
ages,4
@coreylmjones,4
@cdeshong01,2
serious,2
@jacobawohl,26
@immigrant4trump,4
piece,4
@americanvoterus,84
@jessebwatters,12
liar,20
#nyt,4
rumors,6
#medialiteracy,6
@aayers324,6
removal,4
accosted,4
(who,42
colors,42
permits,8
ignored,12
@joshgremillion,16
bearer,2
#fakecnn,2
#battleofthecoons,2
@drdavidduke,2
@niallstanage,2
duh,2
dudes,2
armed,2
#opsec,2
tracking,2
software,2
bugs,2
equate,2
add,2
#wsj,2
pushed,6
#corporateshills,6
exist,6
@realdonald,6
debunk,6
nk,4
invented,2
@paularaphael306,2
greg,2
@swmegafan,2
@adamcschembri,2
sucker,2
@voxdotcom,2
weeks,2
@1gigisims,2
@peterboykin,6
crazed,2
#foxnews,6
dat,2
azzzz,2
@petervadala,2
#charlottsville,2
@stephenathome,2
fits,2
@secy_state_us,2
@scotsilv,2
@charliespiering,2
hits,6
al,6
@commonsense,2
kids,4
(and,2
@tbrookes954,6
#yellowjournalism,6
msm...um...our,2
hilarious.....#fakenews,2
dividing,10
treated,4
lose,8
74,4
attended,12
@ryan_harkness12,50
nukes...talk,2
#potus45,2
disastrous,2
@thejuanwilliams,8
actions,5
stopped,2
blacks,4
launching,2
incited,2
shooting,6
@steve_janiszak,4
@blairanton,8
conservatives,2
associate,2
39,4
reported,60
@keybnole,2
chicago,2
@charlyatango,2
shoves,2
joy,4
today_a,2
ball,16
@spacex,2
heather's,14
1991,2
@latiffani1,34
excoriates,28
#charolettesville,16
@andywtorre,2
here's,16
lap,2
fun,6
@markdice,10
@conservativetht,10
laugh,8
conflating,42
social,4
@thenormanlear,2
distinction,2
folk,2
@elizabethwila,8
pro,4
@rescuetracker81,18
@maga,2
@arimelber,2
@jamilsmith,2
slipped,2
darkside,2
fiorina,4
blaming,6
carly,4
migraine,2
#fakefootage,2
upsetting,2
#triggered,2
likes,6
79,4
cool,2
@dnc,4
@saysmissy,42
@zogbyanalytics,2
epitome,2
@moveforwardhuge,2
@space_station,2
#politics,2
#feedly,2
@csa_asc,2
@astro2fish,2
limeades,2
sonic,4
sprite,2
lime,2
@astro_paolo,2
you'd,60
@socalmike_sd,2
um,4
russiagate,10
#nevertrumpers,2
78,4
cheering,4
@dumpcomstock,2
center,4
@jlorrig,2
jong,4
suffers,2
steers,2
mal,2
punter,2
#qanda,2
ya,6
splc,4
@khaledeibid,2
@emo_luments,2
1/2,4
devil,2
due,2
putin,8
cookie,2
muslims,4
explative,2
memorial,2
f***,2
letter,2
#antifaterrorist,2
someone's,4
suspicions,2
holo,2
#usa,4
@maynereport,2
trail,2
@magaalways1,4
denouncing,4
@brucestjames,6
@noprogressivism,2
@savannahrb,2
@voguemagazine,4
nj,4
example,2
perpetuating,2
#americans,2
edit,2
clarity,4
gopers,12
pulled,4
#bakedgoods,2
#brexitshambles,2
@traceynyy,2
outhouse,2
@papermakersarmy,2
#eclipse,2
astronomical,2
powers,2
jong-un,2
pussies,2
tucker,2
@vincenzacarovil,2
@nysindy,2
@classiclucia,2
@cwarzel,2
numerous,2
sanders,4
routine,4
scare,2
values,2
@sarahannelouise,2
@cherylcardall,2
b4,2
egregious,2
responsibility,4
vocabulary,4
#virtuesignalling,4
morally,2
stones,2
glass,2
@theghostimpala,2
pictured,2
homemade,2
hiroshima,2
i'll,4
a-bomb,2
brother,2
economy,2
#votersuppression,2
wouldn't,22
past,4
departure,2
@ghalv,2
#fake,6
bombarded,2
@themarkromano,4
predetermined,4
@newttrump,2
writers,2
@davidmoore_7,2
@ingrahamangle,4
@tuckercarlson,2
#headlines,2
honestly,2
caught,4
portrays,2
#thefive,16
#vaccine,2
pt's,2
@brandonjlandry,2
@cssfarmer,2
correct...so,2
pandering,2
dimms,2
@gaywonk,2
spanked,2
khizr,2
khan,2
hands,4
deplorable,2
#impeachmaxinewaters,8
happening,4
pure,8
simple,4
c/n,4
@offcntr,12
stick,2
perpetrated,2
action,2
handled,2
bypassing,2
@miketokes,2
@ten_gop,2
@scottpresler,2
@anomaly1,2
#liberalmedia,2
resist,2
@princeofpast,2
focusing,6
issues,10
@fallingoffearth,4
leaving,4
klan,4
@nbcpolitics,8
82,6
flight,4
@ericliptonnyt,4
raw,4
temperament,6
exists,2
80,8
#obamaisafraud,4
#pusherman,4
@anthonyjdefazio,2
adf,2
confused,2
&amp;amp,2
average,2
humble,2
recognition,2
educated,2
influence,2
claims,12
@dplrabl_infidel,4
#sealedrecords,4
@ynnlr,2
@ish10040,4
@smithcyndycyndy,4
justice,2
fortune,2
listening,2
#guam,4
consider,4
@rightonredstate,4
sentence,2
@hardballchris,10
tomorrow,8
#ttt,2
@nailogical,2
@chrgdup1973,2
@macandgaydos,6
@kingjames,2
@fbaker,2
outlet,2
lightly,2
edited,2
@kayleighmcenany,8
definitive,2
nytimes,2
1945,2
nagasaki,2
pocket.it,4
written,8
ahead,4
@givemeabiscuit,2
@stanley_shedd,2
@tallgirl6262,2
event...not,2
kim,8
#fakenewsfox&gt,2
loops,4
smack,6
@kimguilfoyle,2
stepmom,2
petulant,2
#neilpostman,2
@repsamgraves-,2
editor,2
scaring,2
@youtube,2
reject,2
repugnantly,2
pretends,6
@apurposefulwife,2
@laurajoomer,2
page,4
blog...oh,2
approve,2
#aotd,2
liners,2
worry,4
raggedy,2
@tammygeraldson,2
bankrupt,2
throws,2
smackdown,2
thrower,2
boos,2
hillary,2
lull,4
attacked,6
@goldstarmomtx55,30
carryover,2
supporting,2
racists,8
democracy,4
#gerrymandering,2
mincemeat,6
@rosiegray,2
@hotlinejosh,2
meaning,2
counseling,4
@mccarthyryanj,4
except,24
footage,2
rampage,2
approval,4
match,4
path,4
@jaydub1210,2
@2braptuedbyjc77,2
defended,6
schools,10
saved,4
denied,4
wipe,8
#free,2
t-shirt,2
@momicaof4,2
strategy,2
@collchris,2
curiosity,2
birth,2
hep,2
del's,2
@dylanbyers,2
nick,2
#sad,6
@clanceman65,4
@conserveguitar,4
8billion,2
81,4
distort,2
familiar,2
@ac360,8
bernie,8
@ricksinger,2
anagram,2
#trump'safreak,2
attempt,2
acts,6
@brandiebridgne1,2
demi-troll,2
#cnbc,2
bandwagon,2
@uscpsycho,2
desperate,2
@scott_gilmore,2
"sides,if",56
@ncbgirl,2
@randomlittlemix,10
@sean_spicier,4
extremely,2
assorted,2
1927,4
arrest,4
misinformation,6
fred,4
@kamvtv,2
@angelojohngage,2
@juicypietaster,4
@votetrumppics,2
@greeneyes0084,2
employed,12
@theyearofelan,2
occurred,2
accusing,12
harp,2
berkeley,2
pictures,2
facts!the,2
ent,2
tainted,2
targeting,2
nah,2
genderqueer,2
bisexual,2
@infographicsits,2
@bakari_sellers,2
vacation,2
rachel,2
falling,2
shark,2
primal,2
scream,2
adjunct,2
lunatics,2
cont-,2
weekend,2
#wikileaks,2
levels,2
#paulryan,2
#blacklivesmatters,2
@potstirrercast,2
#sheeple,2
believing,2
@findtruthalways,4
tools,2
repeal,4
@kyle_moo,4
shoot,4
60k,4
hacking,4
franken,4
#liar,4
cops,4
faster,4
proving,8
material,4
harassed,4
@twitnewbee1,38
@resist_libs,54
@kyle63az,54
@trumpiteer,54
@friendlyjmc,4
pe*ing,4
themselves.@potus,4
move,8
votes,10
83,4
pays,4
federal,4
income,4
smart,4
@c1imatehoax,54
referring,2
@subscribetowapo,2
motorists,2
them...plato,2
muhammad,2
aztecs,2
nada,2
northern,2
trans,2
chose,2
84,4
african,4
kat,2
@splcenter,2
#neverforget,2
@jrgusa,2
2015,2
never...ever,2
suddenly,4
@meekkristy,8
disavows,2
pro-globalism/anti-american,2
#obamacare,2
#taxes,2
3.8%,2
@ajmarti95995920,2
(demoncrats,2
single,10
@thewittecat,2
@bethmoorelpm,2
chanting,2
they've,2
innocent,10
gaga,4
huh,4
producer,4
keith,6
endorsed,6
sickening.no,2
@cjheiden6,2
safe,2
86,4
complicity,2
left's,2
suspicious,2
available,2
links,2
@davidchalian's,2
@brianschatz,2
checked,2
replace,2
takes,4
authority,2
hundreds,2
hurricane,2
mis-education,6
weather,2
bodies,2
sacrifices,4
85,4
@theramenphile,2
nazi-in-chief,2
compelling,2
@raiumaxim,2
@twitmaga,50
compulsory,6
changes,18
@covfefe4us,50
indoctrination,6
@abcworldnews,2
paul,78
quick,2
some1,2
swallows,2
bradford,2
eats,2
discussed,2
gosh,2
subscribe,2
wapo....you,2
deter,4
chair,6
ha,8
@degoyable,50
ellison,6
mexicans,4
@mccarron89,2
mooker,2
brainwashed,6
wildest,2
slams,2
#trumpmafia,2
@jenniferhates,2
#americanpravda,2
#impeachorresign,2
#invokethe25th,2
viewers,2
cry,8
@american_jo12,2
winning,14
follow,6
@bls_gov,2
@mikeconnolly54,2
@potus44,2
posing,4
someday,2
bry,2
lmao,4
screwup,2
infected,2
@gracodg,2
aids,2
bigots,4
transgender,4
#lgbt,4
17,4
judgement,4
mexico,8
rushed,4
phrase,4
@juliebaker12,4
burn..#fakenews,4
@newtgingrich,4
clarify,4
@missghost87,2
stated,2
reinforces,6
#stoplying,2
#medialies,2
appreciate,2
@cockymf,2
cheating,4
ferguson,4
@alfredspellman,2
7.5,2
paid,16
u.s,4
wall,10
border,4
#america's,2
tolerating,2
#lefts,2
@4joachim,2
@railgirl1952,2
@eugenegu,2
patriotic,2
summer,2
grieving,2
ultimate,2
youtube,2
@mutsashi1,2
complain,2
oligarchic,14
builds,4
walls,4
#antffa,2
@_ediiaz,2
tears,2
@dannybshaw,2
#crook,2
#crookedhillary,2
groped,4
ugly,4
@emergvictorious,2
@patdollard,2
dependence,2
meltdown...but,2
afterwards,2
feeder,2
acct,2
@humblepips,2
financial,2
kirby,2
loser,2
btw,2
2018,2
#us,2
@muslimiq,2
@anonyops,2
#right,2
#governments,2
@melindathinker,2
-donald,12
climate,12
@hennessyfirst,2
@aaliyahnevaeh7,2
@elizabeth71030,2
imply,2
@bikernole,2
usps,2
update,2
hi-ground,2
silly,2
idiot,4
scaredy,32
@fivethirtyeight,2
#douchebag,2
supremacy,2
holding,2
@proffitt_judy,2
#journalists,2
machine,2
anytime,2
alt-left,640
moron,8
ban,8
taco,4
bowls,4
lemon,6
87,4
soldiers,4
brought,4
@jewhaditm,14
baskets,4
iraq,4
leaking,4
#cyoa,4
motto,8
allow,4
bought,4
hrc,12
entire,16
2/2,10
don,8
#rusdiancollusion,4
45,8
#hypocrisy,24
namecalling,22
@jaredbeck,14
blamegame,22
@ameribot5,2
(other,2
expense,2
failing,4
play,16
@christichat,2
week,2
bashing,2
shouts,2
@kyleinaz_,16
promising,2
@hock_35,2
exercise,4
close,2
hmmmm,2
host,2
messes,2
inauguration,2
audience,2
gitmo,2
#news13,2
@nycmayor,2
@truthseeker126,8
crocodile,2
forceful,2
@femalesfortrump,2
@lyndag1963,2
@breitbartnews,4
air,10
@gopquay,4
88,4
grill,4
decries,2
addicted,2
welcome,4
forex,2
newsworthy,2
fr,2
reliable,2
pass,2
@martina,2
@joniturnerlaw,6
@2a_4us,54
centrist,14
supremacist,6
bone,6
@greggutfeld,2
anchor,4
@lady_liberti,2
ideology,2
@jadubin5,2
@rashalm620,2
spit,4
list,4
#foh,2
bros,2
heather,8
jeremy,2
month,2
women,12
christian,2
#throwunderthebus,2
@erinburnett's,2
guest,2
#charlottesvile,2
dem,2
freedom,2
really...obvious,2
tards,2
@janicetxblessed,2
whatever,2
#fuckyou,6
@godh8swindbags,8
recent,4
@mynews13,2
truthometer,2
wheres,2
kekistanis,4
fellow,4
hesitant,8
@obiwankekobi,4
ran,4
million,4
protection,4
@grhutchens,2
blocks,34
@bosnerdley,2
@ngjennings,2
analysis,2
firing,2
barrels,2
frank,2
ann,2
#ericclanton,2
reason,10
wealthy,4
@senjohnmccain,6
light,8
#propagandapeddlers,2
ago..guess,2
prediction,2
4hrs,2
hero,4
holy,10
@3xtraders,2
refer,4
mob,4
opposite,2
@mirrorpolitics,2
@jaychpjones,6
drivel,2
misnomer,14
#impeachyourself,2
@justanavywife,2
wherever,4
roberts,2
@lovemactrublue,2
unacceptable,4
@shockresistant2,2
anti-trump,2
#thankyou,6
heyer,8
@therealmaddog58,2
warming,2
@vanbadham,2
interpreting,2
@marcusny15,2
coon,2
helmets,4
89,4
3-5,4
illegal,4
chill,2
cowards,2
faced,2
@meetthepress,2
crumbling,2
#fightback,2
@lspesq53_lsp,8
nick-at-nite,4
selective,8
dangerous,4
dressed,14
#ericbolling,2
#foxnewsspecialists,2
fame,2
@javimarroquin9,2
bvllshlt,2
guessing,4
doorsteps,2
#irrelevant,2
@losephine,2
disproves,2
poops,2
@realpotus_45,2
horrible,2
happenings,2
#ronaldreagan,4
process,4
kail,2
tabloid,4
bollocks,2
promotion,2
2faced,2
controlling,2
@the_scally4212,2
vilify,4
kelly's,4
@andersondrlja,2
#prestrump,2
prosecution,2
#cillzilla,2
attacks,4
immigrants,4
92,4
popularity,2
steelers,2
@_bigben7,2
weapons,2
overreact,2
censored,2
@hispanic4dtrump,2
outraged,4
headlines,10
anncoulter,2
#europe,4
#msn,4
cory,2
@magaman78,2
dad,2
@mikecrooks,2
drives,2
sign,4
gay,4
#rednationrising,2
#tucker,6
#veterans,2
so...wow,2
@saramurray,2
rubbish,2
kelly,2
bro,4
gracious,2
computer,6
#top10,2
#survivalguide,2
harley,2
retired,2
@cbseveningnews,2
#grandjury,2
conclusion,2
"ppl,ur",2
#republicans,2
@techquant,2
mars,2
gate,2
front,4
&amp;they,4
wiretapped,10
below,8
*all,8
@baylorfight,2
disagrees,2
q-and-a,2
engineering,2
#blockchain,2
unreal,2
candle,2
(aka,4
@cheistransfer,2
@mrchelseaboss,2
f**k,2
ill,2
#whiterussiansupremacist,2
cheat,2
estate-easiest,2
mas,4
bled,4
bled*,4
cast,8
@poetreeotic,4
#auspol,6
adored,4
#dingotwitter,6
@kelmcguire333,4
surrendered,4
magic,4
@symonedsanders,2
@noland_nyc,2
preaches,2
@marksimoneny,2
positive,2
fizzles,2
former,4
brutally,4
lame,8
@brown_helal,4
whats,2
treats,4
wins,6
ol,4
hahaha,4
#biasedmedia,2
#cesspool,2
@mattmarohl,4
panelists,2
nonsense,74
@barbaralnewsome,2
nc,2
crucify,2
fu,2
faken,2
@laurengilger,4
@jessica_pucci,4
rarely,4
94,6
downfall,2
obsolete,6
limit,2
ckg,2
#iamlaughingoutloud,2
supplying,2
takedown,4
antifa/blm,2
@seldengadawgs,2
equals,2
refreshing,2
breaking911,2
@privateillusion,2
gen,2
fracas,2
ensue,2
#obsturctionistsliberals,2
blood,4
@waynedupreeshow,4
@jihadaeon1,2
@fluffydogattack,2
#char-ville,2
megyn,4
outages,6
considered,2
#terrorism,2
son,4
begged,2
@mrmikecalta,2
woke,2
@ryanjensen2018,2
switch,2
@stranahan,44
@oann,2
@donnacfranco,2
hacked,2
#ice,2
announces,2
unprecedented,2
